# T=10^0	T=10^1	T=10^2	T=10^3	T=10^4
0	4	100	996	10146
0	7	102	1005	9904
2	9	91	1019	10044
0	9	74	978	9955
3	6	72	985	9901
0	6	106	1016	9999
1	11	108	1064	10257
0	11	98	957	9827
1	13	90	1035	10126
1	14	90	1043	10042
1	10	117	1006	10022
1	11	105	1046	10080
0	7	98	992	10102
1	9	82	983	9951
2	9	108	962	9935
2	5	72	955	9997
0	10	104	983	9993
0	9	109	1020	10257
0	10	100	1015	9960
2	8	102	987	10110
0	7	101	980	9958
1	12	107	1018	10141
1	12	95	1026	10039
0	8	107	1024	10051
2	12	107	1050	10162
1	9	91	1072	10128
0	12	104	989	9862
2	9	106	1053	10078
1	9	100	1013	10019
0	10	122	1012	9952
1	6	101	956	9967
0	6	117	1002	9992
1	8	114	1028	10056
0	9	103	976	10144
1	11	100	1035	10052
2	14	103	1021	10012
2	13	106	1067	9979
2	8	101	986	9897
0	9	104	994	10150
5	18	119	1031	10022
0	5	81	1021	10030
0	11	104	960	9782
1	10	102	1009	9986
0	11	95	1001	9905
1	13	108	1042	10077
0	11	93	1001	10049
1	6	92	1041	9943
1	8	100	1001	10057
1	7	107	986	9978
0	8	99	959	9992
0	7	92	1009	9960
0	9	95	1072	10105
1	13	108	1041	10011
0	4	80	1006	10023
0	8	94	975	9940
3	13	87	1020	9986
0	11	89	966	10006
0	8	92	1025	10019
2	9	92	951	9955
0	6	101	978	9866
0	12	90	983	9926
3	9	108	999	9980
3	8	96	976	10025
0	5	102	1000	9831
2	11	113	1019	10003
1	9	97	952	9977
1	7	110	990	9894
0	6	91	1004	10080
1	10	93	1045	9923
1	7	101	965	10026
3	17	114	1010	9933
3	8	100	1025	10204
5	10	102	1030	10119
0	12	119	1035	10140
0	9	88	995	9986
1	11	129	1005	10042
3	13	99	999	9879
1	11	87	1053	9944
1	5	92	1004	10023
1	7	106	1008	10065
1	11	95	1074	9962
3	13	108	1025	10139
1	10	82	1044	9893
0	16	113	946	10010
0	5	109	1017	9942
1	13	103	1027	10032
1	13	100	945	9773
1	7	98	989	9906
1	10	97	913	9944
1	8	94	1050	10049
2	7	114	1013	9949
2	13	95	994	10104
1	11	99	1029	10121
1	7	90	1011	10120
2	14	107	994	9904
0	4	91	1033	10087
0	9	92	1000	10000
0	8	97	984	10023
3	8	106	969	9683
1	12	98	964	9913
0	10	101	1010	10137
0	8	102	1028	10024
1	9	114	1010	10010
1	7	91	1017	10093
2	9	88	1000	10122
0	7	86	1052	10030
0	11	99	1028	9989
1	16	99	960	10050
2	9	98	999	10015
1	15	99	1036	9984
0	8	91	996	10071
1	6	104	996	9837
1	10	91	987	9975
0	11	105	1002	10079
0	8	94	974	9997
0	9	117	1044	10096
0	9	104	1029	10075
2	11	108	1017	10029
3	9	92	1032	10140
0	9	78	981	10072
2	12	105	1001	9920
3	14	109	1058	9980
0	14	103	999	9920
1	9	107	999	9915
2	12	116	1015	10169
2	10	95	1011	9913
2	7	97	1038	10272
2	9	103	984	10116
2	13	108	1026	10025
1	12	94	934	9993
0	7	109	1012	9995
0	12	99	1025	10063
0	7	102	1048	10189
0	11	115	1015	10059
1	9	97	1024	9869
2	12	103	999	10000
4	6	85	956	9868
1	12	105	983	9915
2	8	100	1043	10031
3	13	89	954	9977
2	16	105	1065	10039
3	7	89	979	9958
0	10	111	1007	10069
0	12	107	1003	10140
1	13	104	1030	9881
3	13	103	984	9887
1	9	105	996	10091
1	15	86	958	9808
2	9	94	993	9821
1	6	103	990	10149
0	7	115	1074	10209
1	16	116	1104	10081
3	11	102	999	10094
2	7	96	992	9829
1	17	106	1074	10008
2	8	83	950	9939
3	13	107	998	10086
2	19	112	1003	10003
0	9	103	989	9888
2	11	97	1006	10147
1	10	112	1053	9910
3	17	114	1097	10041
1	14	100	1048	10101
0	6	91	1049	10044
1	9	81	1008	9904
2	12	111	1040	10069
1	14	96	1003	10141
1	11	104	1005	10075
0	18	107	1026	9973
1	8	104	997	9984
1	12	99	973	9956
0	3	87	999	10113
0	12	103	944	9926
0	4	100	944	9974
1	14	110	979	10072
1	9	93	1043	10020
1	12	92	974	9930
0	7	99	983	10146
3	14	92	1006	10004
1	8	100	976	10042
4	8	109	1001	9968
2	12	87	967	10105
1	15	110	978	9961
2	4	95	999	10072
0	11	92	984	10003
1	7	91	993	9909
2	8	100	979	9967
2	5	86	995	9844
1	10	98	1052	10108
1	12	87	990	9980
0	14	98	1020	9908
2	7	98	1028	9847
2	6	79	962	9948
1	5	89	955	9937
1	8	107	994	10014
1	10	97	968	10065
0	11	81	965	9963
0	5	93	1011	9915
1	11	87	1005	10010
0	10	100	978	9988
1	11	96	968	9979
0	10	100	994	9889
2	8	92	1025	10185
1	8	104	1055	9931
3	12	94	1024	9907
2	13	101	998	10214
0	12	116	1075	10071
1	16	98	986	10128
0	8	90	1012	10049
0	10	99	1022	9957
0	10	105	976	9934
2	14	109	975	9960
1	11	111	997	9909
1	11	113	1020	9934
3	9	94	1017	10048
0	4	101	942	9963
1	16	99	1032	10036
0	11	111	1028	10110
0	4	93	974	10084
4	20	107	1011	9998
1	13	107	1032	9933
2	11	89	969	9919
3	7	86	1070	10238
0	11	112	999	9926
4	12	110	950	9899
0	6	81	952	10014
2	9	99	1048	10017
1	10	97	967	9905
1	12	99	1009	9905
0	5	85	989	9983
2	9	102	1010	9941
0	12	111	971	9965
0	7	102	1005	9867
1	10	109	1056	10201
1	5	77	1025	10093
0	12	91	938	10049
1	11	108	1003	10065
1	9	99	984	9969
1	12	98	1033	9995
3	21	109	1034	10079
2	9	101	945	9923
2	12	102	1013	9969
3	14	101	992	10017
1	11	96	1001	9947
1	7	102	1022	10066
5	11	98	969	9852
0	8	96	1009	10064
1	4	72	985	10065
2	10	107	963	10114
0	9	111	1038	10034
5	12	108	1109	10068
1	11	99	971	9942
0	11	98	1021	9923
0	7	108	997	10171
2	11	107	1071	10072
1	7	97	1038	9958
2	9	113	1004	9884
1	8	89	1007	10087
3	13	110	1007	10080
1	10	95	1039	10177
0	8	86	955	9862
1	9	84	1007	9961
2	7	98	1034	10030
1	6	78	959	9870
1	8	94	1004	10099
1	8	90	1011	9881
1	6	95	1047	9982
1	12	102	949	10018
2	14	116	1016	9897
2	11	107	1005	9923
0	12	117	1024	9922
0	9	94	974	9996
2	17	129	1051	10119
1	17	103	1047	9686
1	11	94	956	9923
2	15	118	947	10021
1	10	108	1056	9980
1	15	111	1037	10003
2	14	104	1002	9971
0	8	93	988	9955
1	9	105	1030	10063
1	8	115	1054	10169
2	7	84	952	9739
2	11	105	1032	9991
2	10	112	991	10001
1	12	98	936	9937
2	9	81	983	10002
0	7	76	1020	10083
0	9	89	988	10009
0	11	101	1014	9948
2	16	111	1037	10022
2	12	112	988	9881
0	10	100	975	9828
2	10	85	963	9783
1	10	87	962	10107
0	9	80	964	10020
1	13	104	990	10101
1	6	114	1008	9922
0	11	106	1051	10045
2	11	98	1004	9786
2	13	109	1022	10071
0	8	85	949	9752
1	14	92	999	10032
1	5	89	989	9902
3	13	96	970	9965
2	12	90	988	10052
0	10	89	982	9781
0	7	122	1054	10049
0	10	104	1010	10132
2	11	119	1012	9954
1	9	101	955	9914
1	7	101	1020	9977
1	8	94	989	9980
2	4	74	964	9958
2	12	106	1028	9974
0	5	90	1032	9912
0	11	102	984	10043
0	15	117	1044	10048
1	13	99	1000	9927
1	11	123	971	9900
0	11	90	986	10042
1	9	81	917	9968
2	9	103	1017	10063
4	16	95	1024	9958
1	4	94	959	10144
2	15	95	1021	10034
0	14	114	1009	10054
0	10	99	983	10045
1	7	85	945	9958
1	7	102	1041	9863
2	14	115	1014	10186
3	14	111	954	9978
2	16	105	1018	10156
1	15	109	996	10295
1	10	108	1030	10154
0	9	105	1027	9974
1	10	113	977	9859
1	10	91	986	10013
0	8	91	977	9891
1	12	87	939	9901
2	11	117	1008	9850
1	10	92	991	10058
0	5	99	955	9900
0	15	106	1016	10124
2	8	98	1050	9889
2	8	87	1069	10112
0	10	103	1013	10171
1	19	112	1016	9939
1	19	100	1026	9726
1	11	101	1002	10016
0	3	89	1022	9955
1	8	93	1025	10041
1	8	96	992	9998
0	10	101	1007	9993
0	12	113	1022	9986
0	6	91	963	9753
0	9	87	982	9876
1	8	102	1002	9951
2	10	111	1025	10106
1	5	82	954	9966
3	18	103	1004	10062
0	8	85	952	9934
1	5	77	958	10005
0	7	116	1037	9974
1	8	88	986	9921
1	16	118	1041	10138
0	10	116	1039	10059
1	10	109	982	9937
3	14	100	972	10030
1	6	103	980	10016
1	8	104	968	9945
1	5	108	974	9946
1	8	92	984	9957
2	11	103	990	9815
0	9	105	1026	9902
2	10	88	1022	10048
1	10	100	984	9984
1	12	110	961	9908
3	9	104	1047	9946
1	5	70	968	10148
0	9	95	968	9871
1	15	114	1003	10110
2	12	116	978	9965
0	12	97	1025	9974
0	11	97	1015	10101
0	13	104	988	10069
0	9	111	1063	10100
3	9	96	995	9899
1	9	91	982	10058
0	14	98	987	9899
2	12	85	1014	10045
1	9	86	987	9824
2	13	91	1023	9872
2	15	107	1003	9990
2	13	92	931	10004
0	7	98	1032	10109
2	11	96	958	10134
1	15	113	1003	10096
1	5	86	975	10125
0	8	88	1030	9955
1	14	100	1022	10119
1	11	96	1045	9907
1	10	101	962	9851
0	11	84	953	9981
0	5	85	985	9935
2	10	101	1046	10116
1	9	96	986	9882
2	9	97	983	9908
0	7	110	1050	10124
3	13	112	949	9940
2	8	83	968	9957
0	9	101	975	9738
3	16	107	1008	9793
1	5	97	1057	10238
1	11	116	1068	10143
1	9	102	1004	9853
0	15	118	1016	9882
1	6	107	1039	9912
0	9	108	1045	10122
1	11	94	962	10063
0	8	90	984	9952
0	13	97	996	10132
3	13	103	976	9813
0	13	105	990	10030
1	10	108	1017	10028
2	17	100	1038	10061
3	10	92	1026	10054
1	12	85	934	9784
0	12	91	963	9982
1	9	90	1005	9862
2	12	99	970	10014
0	9	93	1003	9976
1	8	94	1010	10141
0	11	105	969	9949
2	6	90	973	9844
1	8	123	975	9819
2	17	112	953	9855
0	13	122	987	9921
1	6	98	974	10005
0	9	93	1033	9941
4	10	101	969	10103
2	8	84	961	10023
1	8	102	972	9908
1	11	108	1026	9969
0	5	95	1027	10062
2	11	106	983	10093
3	16	107	965	10216
3	10	77	978	9893
3	11	116	928	10125
1	6	107	1101	10073
0	10	106	1009	10114
1	7	108	1034	10048
0	6	96	1003	9864
0	15	110	1045	10055
2	14	101	1019	10212
0	9	94	973	9866
0	5	85	963	10053
0	6	96	976	10057
1	13	110	1017	10084
0	11	98	952	9988
2	6	102	983	9935
1	8	106	991	10084
1	15	106	1029	9889
1	12	107	971	9903
0	7	90	1008	9953
2	14	101	963	9961
0	6	98	1002	10133
1	9	110	1000	9962
3	10	117	975	10035
0	6	96	994	9985
2	8	98	989	10027
2	11	108	1000	10121
1	8	112	1031	10110
1	9	101	966	10025
1	14	90	1048	10127
1	10	83	943	9993
1	13	113	1048	9896
1	10	102	981	9786
3	15	95	1001	10005
0	10	104	997	10040
2	11	101	1049	10046
1	7	93	945	9853
4	12	109	1068	9930
1	15	101	977	10066
0	7	98	967	9846
0	8	100	1029	9964
1	13	97	1039	9969
1	9	100	1017	9974
3	14	100	1005	10136
3	10	88	973	10074
1	8	107	1071	10342
0	7	93	966	10036
0	6	99	1027	9896
2	9	94	958	9970
2	11	107	1002	10131
1	11	103	956	9951
1	9	95	989	9928
1	13	109	952	9832
0	8	94	972	9942
2	13	111	1042	10021
0	10	106	983	9983
0	5	94	1023	10034
0	14	103	1022	10045
2	16	99	953	9877
1	14	103	977	10155
3	9	89	991	9958
1	13	93	1010	10189
1	10	107	1051	10124
2	12	97	995	9854
0	6	94	999	10224
2	7	101	1057	9752
0	10	106	982	9943
0	2	85	1022	9880
1	8	98	976	10205
2	13	112	999	10064
1	16	104	1031	10085
4	16	114	992	10054
1	10	90	1027	10200
2	8	105	935	10064
0	13	107	998	9787
2	14	96	1029	9936
1	12	108	982	10006
1	19	105	972	9812
1	9	101	977	9767
0	9	92	1013	10003
1	4	91	1021	10044
1	14	120	1030	9965
0	7	105	1022	10141
0	6	98	1024	10050
2	10	99	1033	9940
1	7	103	1026	9955
0	9	106	1021	10087
0	10	116	1081	10267
0	11	110	998	9923
1	6	90	964	10061
0	8	101	955	10027
1	14	113	1019	9946
1	10	105	1036	10032
0	7	95	973	9861
1	10	94	968	9933
2	13	105	1043	10158
0	9	95	969	10032
0	7	92	989	9797
2	12	99	996	10012
2	8	96	987	10091
0	10	98	1016	9883
1	14	103	1019	10047
1	8	99	977	10103
0	5	108	1046	10035
3	15	109	1028	10118
1	9	117	1065	10168
0	5	92	960	10065
0	11	89	1000	9984
1	8	97	984	9989
2	9	97	946	10000
0	7	77	1052	10188
1	11	104	988	9947
0	9	80	927	9881
1	11	104	972	9964
0	14	113	1022	10008
0	3	99	1021	9924
2	12	80	958	10086
1	9	102	987	9808
1	13	100	972	9972
2	5	79	955	9880
0	12	109	1002	10116
1	13	88	986	10024
1	10	104	1009	9943
2	11	97	1008	10107
0	14	101	964	9855
0	11	94	1042	10099
2	9	112	985	9864
1	11	93	973	9990
1	9	103	972	9940
1	7	93	1005	9930
0	13	106	1034	9982
3	14	111	987	10005
1	10	95	1022	9968
0	7	94	999	9742
3	12	95	968	9826
0	13	96	1002	9936
0	2	85	959	9856
2	11	104	1057	9967
3	12	83	993	10161
2	9	91	985	9899
1	10	106	992	10060
0	5	85	977	9860
2	8	97	959	9942
0	12	118	1025	10042
3	12	100	979	10033
0	10	95	1005	9906
2	10	94	1000	9911
1	7	100	996	9944
0	5	76	976	9980
1	11	102	942	9993
1	8	84	946	9990
2	11	104	1030	10095
0	10	79	984	9901
1	9	98	994	9984
0	9	106	1007	9974
0	4	86	983	9946
0	12	107	1032	9918
2	7	87	975	9764
2	13	100	963	10000
2	17	96	950	9977
1	17	113	1013	9953
2	10	97	1028	9922
1	9	85	943	9937
0	7	89	1059	10024
0	10	97	1013	10129
2	6	103	1008	9793
1	7	99	979	10000
1	7	91	1020	10138
0	6	93	977	9922
1	11	92	1015	9880
0	8	90	971	9830
1	7	91	984	9900
0	6	96	964	9990
1	2	100	998	10004
0	13	92	988	9996
2	11	100	1020	10164
3	7	93	1011	10004
2	14	102	949	10187
2	12	117	962	9920
0	13	103	957	9919
0	7	100	1033	9962
1	11	103	1009	10132
2	11	102	1024	10039
0	13	104	1030	10017
2	14	99	982	10086
2	12	109	988	10005
2	12	94	1012	10036
0	9	113	1019	9986
0	9	112	1005	10168
0	7	123	1044	10014
2	14	81	945	10042
1	16	113	1046	10007
0	9	83	1037	10020
1	8	91	970	9991
1	15	106	1051	9846
1	7	105	1023	10033
1	6	90	1021	10006
1	8	87	1001	10003
2	9	96	1003	10074
1	10	105	967	10046
0	11	87	976	10122
1	12	100	933	10029
1	8	84	984	10014
1	13	121	1050	10033
1	12	114	972	10082
0	9	105	990	10085
0	7	82	1010	9973
2	10	105	964	9952
0	13	100	969	9821
0	9	97	996	10138
2	11	86	993	9969
1	10	92	976	9793
2	14	112	1034	10188
2	9	84	983	9904
1	8	101	1067	9977
3	8	106	980	10018
1	9	113	1008	9938
1	9	95	1002	10189
1	10	96	971	9927
0	10	89	1045	10259
0	6	104	1001	9831
1	3	89	1009	10013
0	8	90	999	9980
2	13	113	1024	9925
1	9	101	993	9994
1	10	113	980	9977
0	8	100	917	9982
0	9	103	1003	9991
0	10	85	982	10006
2	10	88	961	9890
1	8	89	1020	10064
3	15	92	1020	10000
2	10	111	1017	10018
1	9	105	940	9885
0	7	101	944	9946
1	12	112	1014	9919
0	10	102	1018	9773
1	12	96	936	10039
2	8	98	959	10055
2	13	95	1046	9893
0	10	109	1017	9986
1	8	90	1028	9976
0	4	99	993	9879
2	15	120	963	9923
1	9	106	985	9931
0	13	96	999	9932
2	17	116	992	10032
0	4	97	1007	9915
0	6	118	1007	10127
2	8	102	978	9987
0	7	100	990	9907
1	14	114	1056	9959
2	12	124	1000	10013
0	11	96	950	9980
0	9	106	995	9870
0	10	84	998	10061
0	7	97	1011	9957
1	10	107	1037	9957
0	10	108	1009	10047
2	9	91	1004	10051
2	10	103	1001	10225
0	8	97	998	10026
1	10	117	1012	9854
1	8	109	990	10036
1	8	104	1015	9969
0	6	96	1019	9999
1	10	99	1006	9817
1	11	100	932	9821
1	10	101	1044	10109
0	9	90	1026	10096
1	10	96	1023	9972
0	7	91	959	10115
0	10	99	1015	10122
0	9	105	1026	10094
1	10	109	1023	9998
0	7	101	1014	10018
1	10	105	1032	9954
1	7	87	997	9796
1	12	101	992	9905
2	13	94	973	10016
0	13	102	920	9849
0	5	87	952	10044
0	12	87	969	9951
1	9	89	969	9858
1	7	85	1002	10152
0	7	97	1047	10164
4	16	99	960	10092
1	11	97	981	10091
3	8	97	1017	9997
2	10	109	993	10104
2	13	97	1024	10189
0	12	88	1047	10090
0	9	108	1021	10121
0	3	108	1017	9816
1	8	100	948	10000
0	7	87	967	9717
0	4	83	1019	9928
1	7	93	977	10078
1	10	103	1035	9900
2	10	120	1014	10093
2	11	76	971	9808
0	16	108	1044	10058
1	11	93	970	10202
0	5	105	978	9751
2	12	117	966	9928
0	4	94	973	9959
0	8	95	998	10005
1	7	99	986	9957
0	8	101	994	9971
0	8	80	929	9939
1	10	104	934	9860
4	20	98	964	9949
1	10	94	978	9940
2	12	129	1010	10159
1	10	99	997	9916
1	13	118	999	9933
0	9	103	1046	10022
2	13	98	1016	10145
1	10	111	1057	10101
1	5	107	988	10030
1	9	110	1018	9956
0	8	93	962	9816
0	8	93	956	9852
1	12	100	1001	9932
2	13	110	1024	9998
2	8	95	1010	10074
0	13	95	1004	9996
4	14	112	1018	10097
1	17	97	979	10050
1	10	95	1041	9905
1	8	95	1004	9986
1	10	92	931	10014
4	13	103	998	10080
1	7	89	1000	9935
0	12	96	998	9984
2	13	102	1028	10154
0	13	102	1008	9994
0	6	98	947	9880
1	11	108	959	10070
1	5	86	1033	9973
0	7	91	964	9789
2	11	95	988	10082
1	12	100	1015	10210
0	7	117	1030	10026
1	10	92	1016	10108
0	10	96	1005	9999
0	7	86	971	10158
2	14	104	977	9959
3	10	84	949	9920
1	16	102	954	9941
0	7	100	976	10077
0	12	106	1041	10075
0	7	102	1039	10178
2	10	74	1002	9930
0	5	97	996	9882
0	6	88	995	10111
1	9	91	964	9915
1	10	98	1034	10035
0	12	95	977	10041
1	9	110	965	9868
2	14	90	1027	10168
2	7	90	988	10174
1	8	98	1005	9936
0	7	98	958	9863
1	8	102	1030	9997
0	2	89	1065	10171
1	6	100	1041	10008
1	9	120	1033	10047
0	10	88	982	10035
0	9	109	965	9872
2	10	107	955	9802
2	9	75	980	9960
0	12	110	1056	10085
1	7	106	1000	9941
0	9	106	1009	9916
0	11	118	1043	10055
0	8	110	1036	9916
1	13	110	1017	10048
0	14	109	1004	9970
3	13	102	1024	9939
2	8	103	996	9926
0	15	111	1018	10001
0	12	96	995	9881
0	10	105	1005	9973
1	9	83	950	9850
0	8	122	1021	10192
1	14	102	1052	9775
2	17	111	1002	9864
0	9	99	1038	9908
2	14	102	1021	10169
1	7	108	984	10037
2	16	100	1032	10027
0	10	99	956	9993
0	11	90	1037	10014
0	11	103	1023	9923
0	4	91	954	9786
4	10	91	972	10011
1	13	109	1047	10159
0	10	91	974	9976
2	10	100	984	9953
1	9	91	981	10046
0	5	107	993	9967
1	9	107	982	10160
2	13	115	1025	10118
1	8	95	984	10021
0	9	92	1023	10105
1	7	92	1027	10097
0	12	99	968	9960
2	9	104	967	9930
2	10	90	956	10019
3	14	95	976	9897
1	9	94	980	10005
1	9	98	978	10061
0	10	124	1000	9948
1	11	90	969	9938
0	4	87	991	9879
2	8	104	1025	10048
4	16	124	1038	10054
1	10	81	1006	9879
1	9	94	991	9896
2	14	125	1128	10162
0	13	114	1025	10078
1	5	93	1001	10041
0	10	93	996	10087
1	12	104	960	9822
1	8	115	1000	10182
1	13	115	1049	10100
0	11	115	995	9987
3	14	111	956	9985
1	5	93	1024	9979
1	12	95	980	9861
1	12	125	1019	9999
0	16	103	960	9885
3	12	105	949	9880
1	10	100	1023	9946
0	8	100	1016	10089
2	10	95	964	10023
2	9	109	1019	10027
1	10	109	978	9970
2	7	94	1016	10251
0	11	102	1017	9939
0	9	89	984	10042
2	12	108	1030	9985
0	7	87	988	9888
1	13	86	915	9825
1	17	96	1000	9975
2	9	101	994	10033
1	11	100	1023	10051
2	12	104	1014	9980
2	14	103	1034	10051
3	11	96	996	9904
2	7	111	1020	10100
1	17	101	996	9922
2	7	103	1011	9852
2	14	107	1004	10090
0	8	100	1038	10005
0	9	94	958	9879
0	10	121	1033	9982
1	12	111	1000	9974
2	13	120	1058	9984
0	12	119	991	10009
0	7	101	994	9825
1	12	90	1012	9961
1	14	103	987	10068
2	10	112	1067	9887
1	14	109	997	9932
0	8	101	1034	10008
0	8	104	992	9928
2	12	109	996	9837
1	6	86	984	10110
0	11	104	1040	9997
1	12	99	1013	10097
1	9	116	1001	10062
0	7	88	989	9972
0	6	101	995	10065
2	9	84	1007	9956
1	9	97	1046	10214
0	14	89	898	9858
2	10	102	1004	10071
3	16	102	1047	9971
1	12	94	978	10123
0	13	96	1000	10020
0	12	108	1019	10048
0	5	104	998	10038
3	13	108	976	10247
0	11	115	1007	10124
0	8	105	946	10039
1	10	102	1043	10266
2	14	97	986	9914
1	13	102	1001	9967
2	7	110	984	9987
2	15	101	1000	10131
3	16	103	996	9965
0	11	90	993	9911
0	11	99	989	10062
1	16	110	996	9952
1	12	97	923	9912
0	10	91	998	10111
3	11	108	1039	10193
1	9	94	1021	10024
0	10	103	984	9899
0	10	97	991	10017
0	7	101	1058	10041
1	14	113	1015	10018
0	8	85	949	10135
0	10	110	991	10130
3	10	99	1043	10162
1	10	108	1025	10095
0	14	106	1042	10192
2	15	100	1028	10112
0	11	98	994	9970
1	8	91	991	10092
0	15	118	971	9961
1	15	101	1008	9965
0	8	91	981	9923
1	13	97	1052	10039
1	8	122	996	10047
0	10	105	1019	10125
3	12	123	1032	10112
0	11	121	1004	10038
1	11	97	990	9792
0	7	96	989	10039
1	12	82	1034	10054
1	11	102	1004	10067
1	5	94	1015	10132
0	7	96	1027	10023
0	12	97	979	9968
2	8	98	961	9964
2	15	124	1026	9857
1	5	89	926	9849
0	7	105	997	10073
3	12	94	1022	10049
1	7	98	998	10212
5	15	109	955	9892
4	9	104	1019	9989
2	13	106	1031	9835
1	8	94	1026	10072
2	13	117	1068	9963
0	9	111	1006	9933
4	16	107	981	9999
0	9	107	1034	10045
1	12	112	1029	10007
1	12	105	973	9996
1	14	109	1088	10020
2	12	103	1077	10052
1	6	104	1017	9869
1	10	87	1023	10016
0	11	87	968	9904
2	10	90	987	10198
0	7	91	1016	10107
3	12	97	1007	10004
1	6	105	1002	9992
1	17	102	1017	9836
2	11	107	1018	10024
1	12	80	990	10088
0	10	100	1022	10144
0	9	85	990	10007
1	12	98	988	9759
1	12	108	991	10053
2	15	96	991	10004
0	10	104	995	10134
0	7	91	937	9976
1	7	111	953	10042
2	14	104	1001	9989
0	10	98	1003	9806
0	11	101	955	9982
0	10	119	1061	9866
3	15	95	970	9975
1	6	102	964	10034
1	10	99	993	10216
3	11	120	996	10120
0	12	92	978	9883
1	9	115	1023	10092
0	8	92	1017	10036
1	7	91	975	9874
2	7	102	1054	9922
1	5	100	998	10011
0	7	97	995	9886
0	13	116	988	10152
1	15	115	1015	9909
2	11	94	991	10061
4	10	95	1006	9938
1	11	89	972	10050
0	7	86	973	10023
0	8	89	979	10057
1	7	109	1087	10150
1	12	94	965	9968
0	10	111	1043	10010
2	15	85	970	9919
1	14	110	1031	10139
1	5	91	994	10089
1	4	94	1037	10009
1	16	89	984	10088
0	3	89	943	9923
1	9	98	1037	9906
2	15	95	974	10110
0	8	107	939	9923
0	9	94	1043	10103
2	16	100	1031	9951
0	4	97	995	9778
3	13	96	1029	10055
0	7	94	1016	9972
0	10	100	1026	9870
0	10	108	997	9962
0	9	80	921	9912
0	8	100	988	9844
0	5	97	997	9987
0	13	117	1001	10076
1	9	95	1003	9869
1	5	95	1042	9956
1	7	102	1030	9988
1	5	99	995	10048
2	16	97	1002	10028
1	9	125	1029	10136
1	5	100	995	9868
0	11	88	982	9808
1	7	101	1050	10084
1	5	77	953	10086
0	5	93	1017	10078
1	8	96	994	9996
1	14	109	1030	10181
0	5	96	1004	9988
2	15	108	988	9947
1	17	102	972	9913
0	8	86	959	10160
2	12	101	1069	9913
3	7	101	1005	10175
3	10	83	1012	9928
0	5	84	977	9925
1	12	95	1004	10027
0	14	115	1032	10044
1	9	89	930	10046
1	10	83	974	10001
0	11	104	959	9794
0	13	87	899	9700
0	8	105	1044	10160
1	12	98	969	9731
0	11	106	1037	9960
2	10	100	1024	10052
2	10	93	953	9992
1	14	100	1002	10077
2	8	100	965	9825
0	9	104	1007	9951
0	4	88	990	9847
0	13	107	964	9834
1	17	96	1031	9972
1	10	111	1048	10041
2	11	101	1023	9971
1	13	118	1007	9950
1	11	87	1019	10089
0	13	115	1013	9958
3	10	98	1045	10094
0	7	82	1020	9968
0	5	93	996	10101
0	8	100	985	10000
0	8	90	989	10202
0	5	93	1005	10007
0	8	90	988	9938
2	10	99	948	9953
1	12	111	1040	10131
2	9	87	976	9997
1	7	116	1001	10026
2	14	107	984	9892
1	13	99	1011	10016
1	12	99	1037	9988
2	11	101	997	9839
1	6	99	1026	10160
1	9	101	1045	10019
0	6	85	1046	10077
1	6	84	961	9839
0	10	102	1020	10069
1	10	108	1026	9943
0	11	115	1028	10029
1	12	108	992	10050
1	12	96	989	10116
0	6	92	1002	10057
4	17	110	1057	9942
1	10	105	1006	10017
0	3	89	1021	9911
2	11	106	997	10061
0	10	97	1040	10002
0	10	102	992	9921
1	12	97	976	9897
3	8	100	981	10052
1	10	105	993	9975
0	5	115	1029	10132
1	14	94	1000	10014
0	7	96	1005	9949
0	8	101	956	9948
1	9	97	973	9918
1	8	85	991	10018
2	13	100	956	10021
0	6	96	1045	9973
1	15	103	1051	10045
3	14	116	1059	10060
1	6	91	960	9912
2	13	110	1022	10164
1	9	113	980	9967
0	9	96	939	9771
0	13	95	1010	10093
1	7	101	980	9960
2	14	85	984	9951
1	8	99	922	9704
0	12	100	998	9846
0	19	120	1030	9894
0	10	100	967	9978
0	7	89	936	10026
1	12	96	1030	10203
3	16	94	998	10011
0	3	103	1028	9829
2	9	102	1004	9908
1	14	98	969	9931
2	8	100	1054	10083
3	15	102	1041	10084
2	8	90	1008	10147
4	17	122	1034	9974
2	15	104	995	10025
2	7	92	1006	10144
1	6	109	1037	10042
1	11	106	1026	10058
1	9	103	964	10021
2	5	87	992	10017
2	11	99	1008	10039
1	9	88	986	9872
2	14	114	1029	10083
0	11	84	961	9925
0	11	108	1060	10016
0	8	90	1028	9861
2	9	96	960	9913
1	15	103	1023	10105
1	18	96	998	10014
2	11	95	990	9838
2	7	83	981	9931
4	11	117	1014	10128
1	11	93	1029	10174
0	10	87	1056	9949
1	7	86	1020	10017
1	12	103	1017	10097
6	10	92	994	9998
0	11	95	979	10020
1	5	86	1016	9873
0	12	98	984	10020
0	9	84	1009	10095
1	9	101	1001	10162
0	13	105	1023	10033
1	8	87	994	10199
3	12	105	1035	9903
1	8	93	950	9911
0	6	84	980	10060
2	11	113	992	9949
7	14	114	999	9886
1	11	92	982	9909
0	3	90	1002	10073
0	9	117	1019	10129
0	8	102	988	10022
2	12	111	1058	10066
2	9	87	944	10066
0	6	96	956	9940
1	5	86	970	10076
2	7	104	1016	10026
3	8	85	1011	9855
1	9	104	1015	10000
1	7	110	1053	9966
0	13	94	1010	10099
1	11	94	990	10072
0	4	89	1014	9893
1	12	121	1030	9915
2	14	113	1018	10162
